10;1
20;2
30;1
40;2
50;1
60;1
70;2
80;2
90;3
100;1
110;3
120;3
130;2
140;2
150;2
160;1
170;2
180;2
190;2
200;2
210;2
220;3
230;2
240;2
250;2
260;2
270;1
280;1
290;3
300;3
310;2
320;3
330;1
340;2
350;2
360;2
370;3
380;4
390;4
400;5
410;7
420;4
430;2
440;4
450;3
460;3
470;4
480;4
490;2
500;2
510;1
520;2
530;2
540;2
550;2
560;2
570;1
580;2
590;1
600;4
610;3
620;1
630;2
640;2
650;1
660;3
670;1
680;1
690;3
700;1
710;2
720;3
730;3
740;3
750;1
760;2
770;1
780;2
790;1
800;3
810;2
820;2
830;3
840;2
850;3
860;3
870;2
880;1
890;1
900;3
910;3
920;1
930;3
940;2
950;2
960;2
970;3
980;7
990;3
1000;5
1010;3
1020;4
1030;3
1040;3
1050;3
1060;4
1070;5
1080;3
1090;4
1100;1
1110;3
1120;2
1130;1
1140;2
1150;2
1160;2
1170;1
1180;2
1190;2
1200;2
1210;3
1220;1
1230;2
1240;2
1250;1
1260;3
1270;2
1280;3
1290;3
1300;3
1310;2
1320;2
1330;3
1340;1
1350;2
1360;0
1370;2
1380;3
1390;3
1400;3
1410;2
1420;2
1430;2
